product_id,image_path,category,split
42,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18068_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
43,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18030_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
44,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18065_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
45,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18039_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
46,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18022_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
47,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18017_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
48,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18028_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
49,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18009_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
50,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18045_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
51,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18038_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
52,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18027_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
53,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18067_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
54,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18029_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
55,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18018_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
56,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18069_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
57,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18033_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
58,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18025_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
59,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18019_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
60,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18050_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
61,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18016_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
62,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18020_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
63,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18060_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
64,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18051_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
65,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18064_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
66,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18053_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
67,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18012_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
68,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOME_KITCHEN_TOOLS/18054_HOME_K_check.jpeg,HOME_KITCHEN_TOOLS,check
69,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17980_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
70,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17989_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
71,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17990_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
72,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17975_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
73,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17981_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
74,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17971_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
75,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18005_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
76,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17992_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
77,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18006_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
78,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17991_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
79,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17995_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
80,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17969_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
81,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17978_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
82,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17977_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
83,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17982_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
84,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17998_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
85,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17972_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
86,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18007_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
87,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17996_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
88,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17976_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
89,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17968_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
90,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17999_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
91,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17993_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
92,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18003_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
93,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17974_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
94,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17967_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
95,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17973_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
96,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18000_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
97,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17979_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
98,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17983_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
99,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17984_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
100,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17970_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
101,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18008_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
102,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17986_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
103,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17966_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
104,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17987_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
105,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18002_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
106,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/18004_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
107,https://huggingface.co/datasets/Gantumur/ecommerce-images/resolve/main/ecommerce-product-images-18k.zip!data/ECOMMERCE_PRODUCT_IMAGES/check/HOBBY_ARTS_STATIONERY/17988_HOBBY__check.jpeg,HOBBY_ARTS_STATIONERY,check
